Vehicle_Name,Type,Manufacturer,Model,Country,Introduced_Year,0-100_kph_(s),100-0_(m),Top_Speed_(kph),Curb_Weight_(kg),Wheelbase_(m),Length_(m),Width_(m),Height_(m),Engine,Displacement_(l),Power_(ps),Torque_(Nm),Engine_Layout,Wheel_Drive,Class,Trasmission_Name,Trasmission_Type,N_Trasmission
Maserati Merak,Car,Maserati,Merak,Italy,1978.0,7.2,,246.0,1418.0,,,,,Naturally Aspirated V6,3.0,193.0,255.0,Middle,Rear,Coupe,5-Speed Manual,Manual,5.0
Maserati Quattroporte,Car,Maserati,Quattroporte,Italy,2004.0,5.1,,285.0,1930.0,,,,,32 valve V8,4.2,400.0,451.0,Front,Rear,4-door saloon,6 speed manual,Manual,6.0
Maserati Quattroporte GTS,Car,Maserati,Quattroporte GTS (Mk VI),Italy,2013.0,4.7,,310.0,1900.0,,,,,Twin Turbo V8,3.8,530.0,710.0,Front,Rear,4-door saloon,ZF 8 speed,Other,8.0
Maserati Quattroporte S,Car,Maserati,Quattroporte S,Italy,2008.0,5.4,,280.0,1990.0,,,,,V8 32V n/a,4.7,431.0,490.0,Front,Rear,4-door saloon,6 speed automatic,Automatic,6.0
Maserati Quattroporte Sport GT,Car,Maserati,Quattroporte Sport GT,Italy,2006.0,5.2,,275.0,1860.0,,,,,"V8, 32v",4.2,400.0,451.0,Front,Rear,4-door saloon,6,Other,6.0
Maserati Tipo 151 (360 PS),Car,Maserati,Tipo 151 (360 PS),Italy,,,,285.0,975.0,,,,,Maserati 3.9L V8,3.9,360.0,,Front,Rear,Coupe,5-speed Manual,Manual,5.0
Maserati Tipo 151/2,Car,Maserati,Tipo 151/2,Italy,,,,291.0,1040.0,,,,,Maserati 4.9L V8,4.9,430.0,,Front,Rear,Coupe,5-speed Manual,Manual,5.0
Maserati Tipo 151/3,Car,Maserati,Tipo 151/3,Italy,,,,308.0,1086.0,,,,,4.9L V8,4.9,436.0,,Front,Rear,Coupe,5-speed Manual,Manual,5.0
Maserati Tipo 60,Car,Maserati,Tipo 60,Italy,1959.0,,,,,,,,,Inline 4,2.0,200.0,,Front,Rear,Convertible,5 speed manual,Manual,5.0
Maserati Tipo 61,Car,Maserati,Tipo 61,Italy,,,,,,,,,,Inline 4,2.9,260.0,324.0,Front,Rear,Convertible,5 speed manual,Manual,5.0
Maserati Tipo 63,Car,Maserati,Tipo 63,Italy,1961.0,,,,,,,,,V12,3.0,320.0,,Front,Rear,Convertible,4 speed manual,Manual,4.0
Maserati Tipo 65,Car,Maserati,Tipo 65,Italy,1965.0,,,,,,,,,V8,5.1,430.0,,Middle,Rear,Convertible,5 speed manual,Manual,5.0
Matra MS620,Car,Matra,MS620,France,1966.0,,,,,,,,,V8,1.9,245.0,,Middle,Rear,Coupe,5 speed manual,Manual,5.0
Matra-Simca Bagheera X,Car,Matra-Simca,Bagheera X,France,1973.0,12.5,,185.0,1015.0,2.37,4.01,1.74,1.22,R4,1.4,90.0,122.0,Middle,Rear,Coupe,4-Speed-Manual,Manual,4.0
Matra-Simca MS670,Car,Matra-Simca,MS670,,,,,,700.0,,,,,3.0L Matra MS73 60º V12,3.0,450.0,,Middle,Rear,Convertible,Matra 5-speed Manual,Manual,5.0
Matra-Simca MS670B,Car,Matra-Simca,MS670B,France,,,,,686.0,,,,,3.0L Matra MS73 60º V12,3.0,460.0,,Middle,Rear,Convertible,Porsche 6-speed Manual,Manual,6.0
Maybach S 580,Car,Maybach,S 580,Germany,2021.0,,,250.0,2459.0,,,,,V8 Biturbo Mild Hybrid,4.0,503.0,700.0,Front,All,4-door saloon,9 speed automatic,Automatic,9.0
Mazda 2 1.5 MZR,Car,Mazda,2 1.5 MZR,Japan,2007.0,10.4,,188.0,1035.0,,,,,"Inline 4, 16v",1.5,103.0,137.0,Front,Front,Compact,5,Other,5.0
Mazda 3  2.5 (BP),Car,Mazda,3  2.5 (BP),Japan,2019.0,,,211.0,1424.0,,,,,DOHC I4,2.5,190.0,252.0,Front,Front,Compact,"6-speed manual, 6-speed automatic",Manual,6.0
Mazda 3 2.2 CD,Car,Mazda,3 2.2 CD,Japan,2009.0,7.9,,213.0,1485.0,,,,,inline4 16V DOHC Turbo Diesel,2.2,185.0,400.0,Front,Front,Compact,6-Speed manuell,Other,6.0
Mazda 3 MPS,Car,Mazda,3 MPS,Japan,2006.0,6.1,,250.0,1461.0,,,,,4cyl Turbo,2.3,260.0,380.0,Front,Front,Compact,6,Other,6.0
Mazda 3 MPS (Mk II),Car,Mazda,3 MPS (Mk II),Japan,2009.0,6.1,36.0,250.0,1463.0,2.64,4.5,1.77,1.46,inline 4 16V DOHC Turbo,2.3,260.0,380.0,Front,Front,Compact,6 speed manual,Manual,6.0
Mazda 3 Sport 2.0,Car,Mazda,3 Sport 2.0,Japan,2003.0,9.0,,200.0,1310.0,,,,,"Inline 4, 16v",2.0,150.0,187.0,Front,Front,Compact,5,Other,5.0
Mazda 6 2.2D,Car,Mazda,6 2.2D,Japan,2012.0,8.9,35.0,211.0,1462.5,2.83,4.87,1.84,1.45,"Inline 4, turbodiesel, Skyatctiv-D, 16 valves, DOHC",2.2,150.0,380.0,Front,Front,4-door saloon,"6 speed manual, 6 speed automatic",Manual,6.0
Mazda 6 2.5 SkyActiv-G,Car,Mazda,6 2.5 SkyActiv-G,Japan,2012.0,7.6,,223.0,1473.0,2.83,4.87,1.84,1.45,"I4, n/a, Atkinson cycle, direct injection, 16 valves, DOHC",2.5,192.0,256.0,Front,Front,4-door saloon,Other,Other,
Mazda 6 MPS,Car,Mazda,6 MPS,Japan,2006.0,6.1,,240.0,1616.0,,,,,"Inline 4, Turbocharged, 16v",2.3,260.0,380.0,Front,All,4-door saloon,6,Other,6.0
Mazda 717C,Car,Mazda,717C,Japan,,,,308.0,789.0,,,,,Mazda 13B 1.3L 2-Rotor,1.3,310.0,270.0,Middle,Rear,Coupe,5-speed Manual,Manual,5.0
Mazda 767,Car,Mazda,767,Japan,,,,,867.0,,,,,Mazda 13J 2.6L 4-Rotor,2.6,600.0,529.0,Middle,Rear,Coupe,5-speed Manual,Manual,5.0
Mazda 787B,Car,Mazda,787B,Japan,,,,,845.0,,,,,Mazda R26B 2.6L 4-Rotor,2.6,700.0,607.0,Middle,Rear,Coupe,5-speed Manual,Manual,5.0
Mazda CX-5 2.0 AWD (Mk I),Car,Mazda,CX-5 2.0 AWD (Mk I),Japan,2011.0,10.5,,197.0,1450.0,2.7,4.56,1.84,1.71,"Inline 4, n/a, Skyactiv, direct injection, 16 valves, DOHC",2.0,160.0,208.0,Front,Rear,SUV/truck,"6 speed manual, 6 speed automatic",Manual,6.0
Mazda Cronos 2.0,Car,Mazda,Cronos 2.0,Japan,1991.0,,,,,,,,,Inline 4,2.0,160.0,180.0,Front,Front,4-door saloon,5 speed manual,Manual,5.0
Mazda Efini MS6 2.0,Car,Mazda,Efini MS6 2.0,Japan,1991.0,,,,,,,,,Inline 4,2.0,160.0,180.0,Front,Front,4-door saloon,5 speed manual,Manual,5.0
Mazda Eunos Cosmo 20B CCS,Car,Mazda,Eunos Cosmo 20B CCS,Japan,1990.0,,,,1615.0,2.75,4.82,1.8,1.31,"Triple rotor wankel, twin sequential turbo",2.0,280.0,402.0,Front,Rear,Coupe,4 speed automatic,Automatic,4.0
Mazda Eunos Presso,Car,Mazda,Eunos Presso,Japan,,,,,,,,,,V6,1.8,140.0,157.0,Front,Front,Coupe,Other,Other,
Mazda Familia Astina 1800,Car,Mazda,Familia Astina 1800,Japan,1989.0,,,,,,,,,Inline 4,1.8,135.0,157.0,Front,Front,4-door saloon,5 speed manual,Manual,5.0
Mazda Familia GT-Ae,Car,Mazda,Familia GT-Ae,Japan,1991.0,,,,,,,,,Inline 4 turbo,1.8,210.0,252.0,Front,All,Compact,5 speed manual,Manual,5.0
Mazda Familia GT-X,Car,Mazda,Familia GT-X,Japan,1989.0,,,,,,,,,Inline 4 turbo,1.8,180.0,237.0,Front,All,Compact,5 speed manual,Manual,5.0
Mazda MPV,Car,Mazda,MPV,Japan,,,,,,,,,,Inline-4,2.3,245.0,350.0,Front,Front,Van,,Other,
Mazda MPV 3.0,Car,Mazda,MPV 3.0,Japan,1991.0,,,,,,,,,Inline 4,3.0,155.0,231.0,Front,Rear,Van,4 speed automatic,Automatic,4.0
Mazda MX-3 1.8,Car,Mazda,MX-3 1.8,Japan,1991.0,9.6,41.0,206.0,1155.0,,,,,"V6, 24v",1.8,133.0,157.0,Front,Front,Coupe,5 speed manual,Manual,5.0
Mazda MX-5 (Mk II 1.8),Car,Mazda,MX-5 (Mk II 1.8),Japan,,7.8,38.0,205.0,1086.0,2.27,3.98,1.68,1.23,inline-4 DOHC,1.8,142.0,162.0,Front,Rear,Convertible,5 speed manual,Manual,5.0
Mazda MX-5 1.5 (Mk IV),Car,Mazda,MX-5 1.5 (Mk IV),Japan,2015.0,7.6,36.0,204.0,1023.5,,,,,Inline 4 16 valve,1.5,131.0,150.0,Front,Rear,Convertible,6 speed manual,Manual,6.0
Mazda MX-5 1.6 (Mk I),Car,Mazda,MX-5 1.6 (Mk I),Japan,1990.0,9.1,52.0,195.0,974.5,,,,,4 cylinder,1.6,117.0,136.0,Front,Rear,Convertible,5 speed manual,Manual,5.0
Mazda MX-5 1.8 (Mk I),Car,Mazda,MX-5 1.8 (Mk I),Japan,1996.0,9.6,39.0,197.0,1046.0,2.27,3.95,1.68,1.22,Line 4 DOHC,1.8,135.0,155.0,Front,Rear,Convertible,5 speed manual,Manual,5.0
Mazda MX-5 1.8 (Mk II 150 PS),Car,Mazda,MX-5 1.8 (Mk II 150 PS),Japan,2001.0,,,195.0,1085.0,,,,,NA I4,1.8,157.0,169.0,Front,Rear,Convertible,5 speed manual,Manual,5.0
Mazda MX-5 1.8 MZR,Car,Mazda,MX-5 1.8 MZR,Japan,2005.0,9.3,,200.0,1100.0,,,,,inline 4 16V DOHC,1.8,126.0,167.0,Front,Rear,Convertible,5 speed stick,Other,5.0
Mazda MX-5 2.0 (Mk III),Car,Mazda,MX-5 2.0 (Mk III),Japan,2005.0,7.7,37.0,215.0,1151.5,,,,,R4,2.0,160.0,188.0,Front,Rear,Convertible,6 speed,Other,6.0
Mazda MX-5 2.0 (Mk IV 184 PS),Car,Mazda,MX-5 2.0 (Mk IV 184 PS),Japan,2018.0,6.3,35.0,233.0,1057.5,,,,,"Inline 4, n/a, DI, 16 valves, DOHC, DVVT",2.0,184.0,205.0,Front,Rear,Convertible,6 speed manual,Manual,6.0
Mazda MX-5 2.0 (Mk IV),Car,Mazda,MX-5 2.0 (Mk IV),Japan,2015.0,6.8,35.0,214.0,1060.0,2.21,3.78,1.67,1.2,I-4,2.0,157.0,201.0,Front,Rear,Convertible,6-Speed Manual,Manual,6.0
Mazda MX-5 2.0 RF,Car,Mazda,MX-5 2.0 RF (Mk IV 160 PS),Japan,2018.0,6.9,34.0,215.0,1114.0,,,,,Inline 4 16 valve DOHC,2.0,160.0,200.0,Front,Rear,Convertible,6 speed manual,Manual,6.0
Mazda MX-5 2.0 Roadster Coupe,Car,Mazda,MX-5 2.0 Roadster Coupe (Mk III),Japan,2006.0,7.7,,218.0,1177.0,,,,,inline4 16V DOHC n/a,2.0,160.0,188.0,Front,Rear,Convertible,6 speed manual,Manual,6.0
Mazda MX-5 Grand Touring,Car,Mazda,MX-5 Grand Touring (Mk III facelift),Japan,2009.0,7.5,,216.0,1144.0,,,,,DOHC 16-valve 4-cylinder engine with variable valve timing (VVT),2.0,169.0,188.0,Front,Rear,Convertible,6 manual,Manual,6.0
Mazda MX-5 Mazdaspeed (Mk II),Car,Mazda,MX-5 Mazdaspeed (Mk II),Japan,2005.0,,,213.0,1148.5,2.27,3.97,1.68,1.23,Mazda BP series With Turbo Intercooler,1.8,180.0,225.0,Front,Rear,Convertible,6 Speed Manual,Manual,6.0
Mazda Mazdaspeed Protege,Car,Mazda,Mazdaspeed Protege,Japan,2002.0,,,211.0,1282.0,2.61,4.44,1.71,1.41,"Inline 4, turbocharged, 16 valves, DOHC",2.0,172.0,217.0,Front,Front,4-door saloon,5 speed manual,Manual,5.0
Mazda Premacy,Car,Mazda,Premacy,Japan,2005.0,,,,1490.0,,,,,Water-cooled inline 4-cylinder DOHC 16 valve,2.3,165.0,210.0,Front,Front,Van,,Other,
Mazda RT24-P,Car,Mazda,RT24-P,Japan,2017.0,,,,930.0,,,,,Straight 4 DOHC,2.0,608.0,,Middle,Rear,Coupe,Paddle Operated 6 speed Sequential,Sequential,6.0
Mazda RX-7,Car,Mazda,RX-7,Japan,1979.0,10.1,,192.0,1057.0,,,,,Two-rotor Wankel,1.1,101.0,142.0,Front,Rear,Coupe,5,Other,5.0
Mazda RX-7 (255 PS),Car,Mazda,RX-7 (255 PS),Japan,1993.0,5.2,,259.0,1285.5,,,,,2 cylinder rotary,1.3,255.0,294.0,Front,Rear,Coupe,5 speed manual,Manual,5.0
Mazda RX-7 (265 PS),Car,Mazda,RX-7 (265 PS),Japan,,,,,,,,,,2 cylinder rotary engine,1.3,265.0,294.0,Front,Rear,Coupe,5 speed manual,Manual,5.0
Mazda RX-7 (280 PS),Car,Mazda,RX-7 (280 PS),Japan,2001.0,5.0,,251.0,1271.0,,,,,2 Rotatory,1.3,280.0,314.0,Front,Rear,Coupe,5,Other,5.0
Mazda RX-7 (EU-Spec),Car,Mazda,RX-7 (EU-Spec),Japan,,6.0,34.0,253.0,1306.0,,,,,2 cylinder rotary engine,1.3,239.0,,Front,Rear,Coupe,5 speed manual,Manual,5.0
Mazda RX-7 (S4 N/A),Car,Mazda,RX-7 (S4 N/A),,1987.0,8.6,,221.0,1232.5,2.35,4.14,1.63,1.22,,1.3,148.0,187.0,Front,Rear,Coupe,5-Speed,Other,5.0
Mazda RX-7 254i,Car,Mazda,RX-7 254i	 (Based on FB RX-7),Japan,,,,,976.0,,,,,Mazda 13B 1.3L twin-rotary (2.6L),2.6,320.0,,Front,Rear,Coupe,5-speed Manual,Manual,5.0
Mazda RX-7 GSL SE,Car,Mazda,RX-7 GSL SE,Japan,1983.0,,,201.0,1187.5,2.42,4.32,1.67,1.26,2 rotor,1.3,137.0,180.0,Front,Rear,Coupe,5 speed manual,Manual,5.0
Mazda RX-7 Turbo,Car,Mazda,RX-7 Turbo,Japan,1989.0,6.7,,240.0,1285.0,,,,,"2 Rotary, Turbocharged",1.3,200.0,265.0,Front,Rear,Coupe,5,Other,5.0
Mazda RX-8,Car,Mazda,RX-8,Japan,2002.0,6.6,36.0,235.0,1384.0,,,,,Renesis R2,1.3,231.0,216.0,Front,Rear,Coupe,6 speed,Other,6.0
Mazda RX-8 (192 PS),Car,Mazda,RX-8 (192 PS),Japan,2005.0,7.4,,223.0,1370.0,,,,,2rotor Wankel,1.3,192.0,220.0,Front,Rear,Coupe,5 speed manual,Manual,5.0
Mazda RX-8 (Type RS),Car,Mazda,RX-8 (Type RS),Japan,2009.0,6.4,,236.0,1391.0,,,,,R2-Rotary,1.3,231.0,211.0,Front,Rear,Coupe,6 speed manual,Manual,6.0
Mazda RX-8 Challenge,Car,Mazda,RX-8 Challenge,Japan,,6.4,,235.0,1425.0,,,,,2 rotor Wankel,1.3,231.0,211.0,Front,Rear,Coupe,6 speed manual,Manual,6.0
Mazda Sentia 3.0,Car,Mazda,Sentia 3.0,Japan,1991.0,,,,,,,,,V6,3.0,200.0,272.0,Front,Rear,4-door saloon,4 speed automatic,Automatic,4.0
McLaren 540C,Car,McLaren,540C,,,3.0,32.0,320.0,1386.5,,,,,,3.8,540.0,540.0,Middle,Rear,Coupe,7 speed SSG,Other,7.0
McLaren 570GT,Car,McLaren,570GT,United Kingdom,2016.0,3.2,33.0,328.0,1497.0,,,,,Twin Turbo V8,3.8,570.0,600.0,Middle,Rear,Coupe,7- speed Seamless Shift dual clutch Gearbox (SSG),Dual-Clutch,7.0
McLaren 570S,Car,McLaren,570S,United Kingdom,2016.0,2.9,32.0,332.0,1462.0,,4.05,2.1,1.2,V8 twin turbo,3.8,570.0,600.0,Middle,Rear,Coupe,7 speed SSG,Other,7.0
McLaren 570S Spider,Car,McLaren,570S Spider,United Kingdom,2017.0,2.7,32.0,332.0,1539.5,,,,,twin-turbocharged V8,3.8,570.0,600.0,Middle,Rear,Convertible,7 speed dual clutch automatic,Dual-Clutch,7.0
McLaren 600LT,Car,McLaren,600LT,United Kingdom,2018.0,2.8,29.0,328.0,1395.0,2.67,4.6,1.93,1.19,twin-turbocharged V8,3.8,600.0,620.0,Middle,Rear,Coupe,7 speed dual clutch automatic,Dual-Clutch,7.0
McLaren 600LT Spider,Car,McLaren,600LT Spider,United Kingdom,2019.0,2.9,30.0,324.0,1423.0,,,,,V8 Twin Turbo 32 valve,3.8,600.0,620.0,Middle,Rear,Convertible,7 speed dual clutch automatic,Dual-Clutch,7.0
McLaren 620R,Car,McLaren,620R,United Kingdom,2020.0,2.9,,322.0,1428.0,,,,,V8 Twin Turbo,3.8,620.0,620.0,Middle,Rear,Coupe,7 speed dual clutch automatic,Dual-Clutch,7.0
McLaren 650 S,Car,McLaren,650 S,United Kingdom,2014.0,3.0,32.0,333.0,1471.0,,,,,V8,3.8,650.0,678.0,Middle,Rear,Coupe,7 speed automatic,Automatic,7.0
McLaren 650 S Spider,Car,McLaren,650 S Spider,United Kingdom,2014.0,3.0,31.0,329.0,1488.0,,,,,V8,3.8,650.0,678.0,Middle,Rear,Convertible,7 speed automatic,Automatic,7.0
McLaren 675LT,Car,McLaren,675LT,United Kingdom,2015.0,2.8,30.0,332.0,1344.5,,,,,V8 Twin Turbo,3.8,675.0,700.0,Middle,Rear,Coupe,7 speed SSG,Other,7.0
McLaren 675LT Spider,Car,McLaren,675LT Spider,United Kingdom,2016.0,2.9,30.0,336.0,1368.0,,,,,Twin Turbo V8,3.8,675.0,700.0,Middle,Rear,Convertible,7 speed dual-clutch automatic,Dual-Clutch,7.0
McLaren 688HS,Car,McLaren,688HS,United Kingdom,2016.0,,,,1288.0,,,,,V8 DOHC Twin-Turbo,3.8,688.0,700.0,Middle,Rear,Coupe,6 speed DCT,Other,6.0
McLaren 720S,Car,McLaren,720S,United Kingdom,2017.0,2.6,29.0,348.0,1428.0,,,,,twin-turbocharged V8,4.0,720.0,770.0,Middle,Rear,Coupe,7 Speed SSG,Other,7.0
McLaren 720S Spider,Car,McLaren,720S Spider,United Kingdom,2019.0,2.9,30.0,341.0,1491.0,,,,,V8 Twin Turbo,4.0,720.0,770.0,Middle,Rear,Convertible,7 speed dual clutch automatic,Dual-Clutch,7.0
McLaren 765LT,Car,McLaren,765LT,United Kingdom,2020.0,2.7,30.0,330.0,1374.0,,,,,V8 Twin Turbo,4.0,765.0,800.0,Middle,Rear,Coupe,7 speed dual clutch automatic,Dual-Clutch,7.0
McLaren 765LT Spider,Car,McLaren,765LT Spider,United Kingdom,2021.0,2.8,30.0,330.0,1425.0,,,,,V8 Twin Turbo,4.0,765.0,800.0,Middle,Rear,Convertible,7 speed dual clutch automatic,Dual-Clutch,7.0
McLaren Artura,Car,McLaren,Artura,United Kingdom,2022.0,3.0,,330.0,1525.0,2.64,4.54,1.98,1.19,V6 twin turbo with electric motor,3.0,680.0,720.0,Middle,Rear,Coupe,8 speed automatic,Automatic,8.0
McLaren F1,Car,McLaren,F1,United Kingdom,1993.0,3.2,,391.0,1214.0,2.72,4.29,1.82,1.14,BMW V12,6.1,627.0,647.0,Middle,Rear,Coupe,6 speed,Other,6.0
McLaren F1 GTR LM (Short Tail),Car,McLaren,F1 GTR LM (Short Tail),United Kingdom,,,,,1137.0,,,,,BMW S70 6.1 L V12,6.1,640.0,730.0,Middle,Rear,Coupe,6-speed Manual,Manual,6.0
McLaren GT,Car,McLaren,GT,United Kingdom,2019.0,3.1,32.0,327.0,1552.5,,,,,4.0-liter twin-turbocharged V8,4.0,620.0,630.0,Rear,Rear,Coupe,7-speed DCT,Other,7.0
McLaren M12-M6B Chevy,Car,McLaren,M12-M6B Chevy,United Kingdom,,,,,1031.0,,,,,Chevrolet 5.7L V8,5.7,600.0,,Middle,Rear,Coupe,Hewland 5-speed Manual,Manual,5.0
McLaren MCL32,Car,McLaren,MCL32,United Kingdom,,,,,,,,,,Honda V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
McLaren MCL33,Car,McLaren,MCL33,United Kingdom,,,,,,,,,,Renault V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
McLaren MCL34,Car,McLaren,MCL34,United Kingdom,,,,,,,,,,Renault V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
McLaren MCL35,Car,McLaren,MCL35,United Kingdom,,,,,,,,,,Renault V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
McLaren MCL35M,Car,McLaren,MCL35M,United Kingdom,,,,,,,,,,Mercedes V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
McLaren MCL36,Car,McLaren,MCL36,United Kingdom,,,,,,,,,,Mercedes V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
McLaren MP4-12C,Car,McLaren,MP4-12C,United Kingdom,2010.0,3.0,31.0,333.0,1458.5,2.67,4.51,1.91,1.2,V8 twin turbo,3.8,600.0,600.0,Middle,Rear,Coupe,7 speed dual clutch,Dual-Clutch,7.0
McLaren MP4-12C (625 PS),Car,McLaren,MP4-12C (625 PS),United Kingdom,2012.0,3.0,32.0,333.0,1448.0,2.67,4.51,1.91,1.2,"V8, biturbo",3.8,625.0,600.0,Middle,Rear,Coupe,7-speed-double-clutch,Other,7.0
McLaren MP4-12C Spider,Car,McLaren,MP4-12C Spider,United Kingdom,2012.0,3.0,32.0,343.0,1513.0,2.58,4.35,2.02,,Twin Turbo V8,3.8,625.0,600.0,Middle,Rear,Convertible,7-Speed Dual Clutch,Dual-Clutch,7.0
McLaren MP4-31,Car,McLaren,MP4-31,United Kingdom,,,,,,,,,,Honda V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
McLaren Mercedes SLR,Car,McLaren Mercedes,SLR,Germany,2003.0,3.7,35.0,334.0,1721.5,2.7,4.66,1.91,1.26,Supercharged V8,5.4,626.0,780.0,Front,Rear,Coupe,5 speed auto,Other,5.0
McLaren Mercedes SLR 722,Car,McLaren Mercedes,SLR 722,,2007.0,3.5,,340.0,1724.0,2.7,4.66,1.91,1.25,V8,5.5,650.0,820.0,Front,Rear,Coupe,5-Speed,Other,5.0
McLaren P1,Car,McLaren,P1,United Kingdom,2013.0,2.8,,350.0,1518.5,,,,,"Twin Turbo V8, DOHC, dual VVT 32v + Electric motor (176 hp/260 Nm)",3.8,916.0,900.0,Middle,Rear,Coupe,Paddle Operated 7 speed Automatic,Automatic,7.0
McLaren P1 LM,Car,McLaren,P1 LM,United Kingdom,2016.0,,,345.0,1390.0,,,,,"Twin Turbo V8, DOHC, dual VVT 32v + Electric motor",4.0,1000.0,,Middle,Rear,Coupe,7 speed automatic,Automatic,7.0
McLaren Senna (P15),Car,McLaren,Senna (P15),United Kingdom,2018.0,2.6,29.0,340.0,1363.5,,,,,V8 DOHC Twin Turbo,4.0,800.0,800.0,Middle,Rear,Coupe,7-speed daul clutch,Other,7.0
McMurtry Spéirling,Car,McMurtry,Spéirling,United Kingdom,2023.0,,,,1000.0,,3.2,1.5,1.05,2 electric motors,,1014.0,,Middle,Rear,Coupe,,Other,
Megane GT Coupé 180 TCE,Car,Renault,Megane GT Coupé 180 TCE (Mk III),France,2010.0,7.8,,230.0,1370.0,,,,,"4 cylinders, 16 valves, Turbo twin Scroll",2.0,180.0,300.0,Front,Front,Compact,6 manual,Manual,6.0
Megane I coupé 2.0 16v 150,Car,Renault,Megane I coupé 2.0 16v 150,France,1997.0,8.5,,215.0,1095.0,,,,,"4 cylinders, 16 valves; clio williams F7R engine",2.0,152.0,,Front,Front,Coupe,5,Other,5.0
Megane Sport F1-Team R26,Car,Renault,Megane Sport F1-Team R26,France,2007.0,6.4,,237.0,1375.0,,,,,"Inline 4, Turbocharged, 16v",2.0,231.0,310.0,Front,Front,Compact,6,Other,6.0
Mercedes - AMG A35 4Matic,Car,Mercedes - AMG,A35 4Matic,Germany,2018.0,4.6,33.0,253.0,1625.0,,,,,straight 4,2.0,306.0,400.0,Front,All,Compact,7 speed Dual clutch,Dual-Clutch,7.0
Mercedes - AMG A45 S (W177),Car,Mercedes - AMG,A45 S (W177),Germany,2019.0,3.9,32.0,273.0,1612.5,,,,,inline 4,2.0,421.0,500.0,Front,All,Compact,automatic,Other,
Mercedes - AMG CLA 45 (C 118),Car,Mercedes - AMG,CLA 45 (C 118),Germany,2019.0,4.1,,250.0,1695.0,2.73,4.69,1.83,1.44,Inline 4 turbo,2.0,387.0,480.0,Front,All,4-door saloon,AMG SPEEDSHIFT DCT 8G,Other,8.0
Mercedes - AMG CLA 45 S,Car,Mercedes - AMG,CLA 45 S,Germany,2019.0,4.1,34.0,270.0,1644.5,,,,,Inline 4,2.0,421.0,500.0,Front,All,Coupe,automatic,Other,
Mercedes - AMG E63s 4MATIC,Car,Mercedes - AMG,E63s 4MATIC (W213 Facelift),Germany,2021.0,3.2,32.0,300.0,2014.0,2.94,4.92,1.85,1.47,M177 V8 Bi-Turbo,4.0,612.0,850.0,Front,All,4-door saloon,9-Speed automatic transmission G-TRONIC,Automatic,9.0
Mercedes - AMG GLA 35 4MATIC,Car,Mercedes - AMG,GLA 35 4MATIC (H247),Germany,2019.0,5.1,34.0,250.0,1708.0,2.73,4.41,1.83,1.61,Inline-4 turbo,2.0,305.0,400.0,Front,All,SUV/truck,8-speed DCT automatic,Automatic,8.0
Mercedes - AMG GLA 45s 4MATIC+,Car,Mercedes - AMG,GLA 45s 4MATIC+ (H247),Germany,2020.0,4.4,35.0,272.0,1685.0,2.73,4.41,1.83,1.61,Inline-4 turbo,2.0,421.0,500.0,Front,All,SUV/truck,8-speed DCT automatic,Automatic,8.0
Mercedes - AMG One,Car,Mercedes - AMG,One,Germany,2022.0,2.9,,352.0,1695.0,2.72,4.75,2.01,1.26,V6 turbo with 4 electric motors,1.6,1063.0,,Middle,All,Coupe,7 speed automatic,Automatic,7.0
Mercedes-Benz 190E 2.3 16,Car,Mercedes-Benz,190E 2.3 16 (W201),Germany,1984.0,7.8,,231.0,1277.0,,,,,"Inline 4 , 16 valves, n/a",2.3,185.0,235.0,Front,Rear,4-door saloon,5 MT,Other,5.0
Mercedes-Benz 190E 2.6,Car,Mercedes-Benz,190E 2.6,Germany,1986.0,8.2,,216.0,1255.0,,,,,"S6, 12v",2.6,166.0,228.0,Front,Rear,4-door saloon,5 speed manual,Manual,5.0
Mercedes-Benz 230,Car,Mercedes-Benz,230,Germany,,12.8,52.0,180.0,1448.5,,,,,Inline 6,2.3,120.0,179.0,Front,Rear,4-door saloon,Other,Other,
Mercedes-Benz 230 S (W111),Car,Mercedes-Benz,230 S (W111),Germany,,,,173.0,,,,,,Inline 6,2.3,120.0,179.0,Front,Rear,4-door saloon,4 speed manual,Manual,4.0
Mercedes-Benz 230.4,Car,Mercedes-Benz,230.4,Germany,,13.1,52.0,169.0,1403.0,,,,,Inline 4,2.3,110.0,187.0,Front,Rear,4-door saloon,Other,Other,
Mercedes-Benz 250 SE,Car,Mercedes-Benz,250 SE,Germany,,11.6,,193.0,1480.0,,,,,Inline 6,2.5,150.0,217.0,Front,Rear,4-door saloon,4 speed manual,Manual,4.0
